full_id,osm_id,osm_type,admin_level,boundary,natural,highway,lanes,maxspeed,name,oneway,surface,tiger:cfcc,tiger:county,tiger:reviewed,cycleway:both,name_1,tiger:name_base,tiger:name_base_1,tiger:name_direction_suffix,destination,destination:ref,ref,tiger:name_direction_prefix,tiger:name_direction_prefix_1,bicycle,cycleway,name:etymology:wikidata,old_name,tiger:name_type,lanes:backward,sidewalk,trolley_wire,alt_name,bridge,layer,name_2,old_ref,hov:lanes:backward,lanes:forward,tiger:name_direction_suffix_1,turn:lanes:backward,turn:lanes:forward,hov:lanes:forward,waterway,cycleway:left,cycleway:right,horse,motor_vehicle,lanes:both_ways,turn:lanes:both_ways,name:left,name:right,junction,centre_turn_lane,is_in,turn:lanes,border_type,lit,tunnel
w569666382,"569666382",way,,,,secondary,"4",35 mph,North 145th Street,,asphalt,A31,"King, WA",,,,145th,,,,,,N,,,,,,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w570384358,"570384358",way,"6",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,county,,
w593332739,"593332739",way,"6",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w605079293,"605079293",way,"8",administrative,,,,,Green River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,,,,,,,,,,,,,,,
w621283311,"621283311",way,,,,primary,"4",30 mph,Northeast 145th Street,no,,A31,"King, WA",yes,,,145th,State Route 523,,,,WA 523,NE,,,,,,Street,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w621396743,"621396743",way,,,,secondary,"2",35 mph,Des Moines Memorial Drive South,,asphalt,A41,"King, WA",,,,Des Moines Memorial,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w621396768,"621396768",way,,,,secondary,"2",,Des Moines Memorial Drive South,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w622519785,"622519785",way,,,,primary,"4",35 mph,North 145th Street,,asphalt,A31,"King, WA",,no,,145th,,,,,WA 523,N,,,,,,St,,,,,,,,,,,,,,,,,,,,,,,,intersection,,,,,,
w622551014,"622551014",way,,,,primary,"4",30 mph,Northeast 145th Street,no,asphalt,A31,"King, WA",yes,,,145th,State Route 523,,,,WA 523,NE,,,,,,Street,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w632172986,"632172986",way,"8",administrative,,,,,Seatac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w654376395,"654376395",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w654385404,"654385404",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w666690125,"666690125",way,,,,secondary,"2",,Northup Way,,,A41,"King, WA",no,,,Northup,,,,,,,,,,,,,"1",,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,
w666690128,"666690128",way,,,,secondary,"4",,Northup Way,,,A41,"King, WA",no,,,Northup,,,,,,,,,,,,,"2",,,,,,,,,"2",,left|left|through,,,,,,,,,,,,,,,,,,
w666690131,"666690131",way,,,,secondary,"3",,Northup Way,,,A41,"King, WA",no,,,Northup,,,,,,,,,,,,,"2",,,,,,,,,"1",,left|left|through,,,,,,,,,,,,,,,,,,
w666697090,"666697090",way,,,,secondary,"4",,Northup Way,,,A41,"King, WA",no,,,Northup,,,,,,,,,,,,,"3",,,,,,,,,"1",,left|left|through,,,,,,,,,,,,,,,,,,
w666697091,"666697091",way,,,,secondary,"4",,Northup Way,,,A41,"King, WA",no,,,Northup,,,,,,,,,,,,,"3",,,,,,,,,"1",,left|left|through,,,,,,,,,,,,,,,,,,
w666719208,"666719208",way,,,,tertiary,"4",,Northeast Points Drive,,,A41,"King, WA",no,,,Points,,,,,,NE,,,,,,,"2",,,,,,,,,"2",,|merge_to_left,,,,,,,,,,,,,,,,,,
w666719209,"666719209",way,,,,tertiary,"5",,Northeast Points Drive,,,A41,"King, WA",no,,,Points,,,,,,NE,,,,,,,"2",,,,,,,,,"3",,,left|through|right,,,,,,,,,,,,,,,,,
w666721188,"666721188",way,,,,tertiary,"4",,Northeast Points Drive,,,A41,"King, WA",no,,,Points,,,,,,NE,,,,,,,"2",,,,,,,,,"2",,|merge_to_left,,,,,,,,,,,,,,,,,,
w671646810,"671646810",way,,,,secondary,"2",35 mph,Des Moines Memorial Drive South,,asphalt,A41,"King, WA",,,,Des Moines Memorial,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w671646815,"671646815",way,,,,tertiary,,,8th Avenue South,no,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w677916419,"677916419",way,,,,primary,"4",40 mph,148th Avenue Northeast,yes,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left|left||,,,
w677916425,"677916425",way,,,,primary,"2",35 mph,148th Avenue Northeast,yes,asphalt,A41,"King, WA",no,,,148th,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w718782936,"718782936",way,"8",administrative,,,,,Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w718782937,"718782937",way,,,,secondary,"4",35 mph,Southwest 43rd Street,,asphalt,A41,"King, WA",no,,South 180th Street,43rd,180th,,,,,SW,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w718782939,"718782939",way,"8",administrative,,,,,Seatac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w718782940,"718782940",way,"8",administrative,,,,,Seatac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w718782941,"718782941",way,,,,,,,Green River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,,,,,,,,,,,,,,,
w718782943,"718782943",way,"8",administrative,,,,,Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w718782945,"718782945",way,"8",administrative,,,,,Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w718782946,"718782946",way,"8",administrative,,,,,Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w718782947,"718782947",way,"8",administrative,,,,,Seatac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w718782948,"718782948",way,,,,,,,Green River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,,,,,,,,,,,,,,,
w718782949,"718782949",way,"8",administrative,,,,,Green River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,,,,,,,,,,,,,,,
w732851767,"732851767",way,,,,secondary,"2",,Des Moines Memorial Drive South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w732851768,"732851768",way,,,,secondary,"2",,Des Moines Memorial Drive South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w732851769,"732851769",way,,,,secondary,"2",,Des Moines Memorial Drive South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w737165855,"737165855",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w737470942,"737470942",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w737470943,"737470943",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w737660078,"737660078",way,,,,secondary,"3",,Des Moines Memorial Drive South,,asphalt,,,,,,,,,,,,,,,,,,,"2",,,,,,,,,"1",,left|,,,,,,,,,,,,,,,,,,
w737712896,"737712896",way,,,,primary,"5",30 mph,Northeast 145th Street,no,,A31,"King, WA",no,,,145th,State Route 523,,,,WA 523,NE,,,,,,Street,"2",,,,,,,,,"3",,,"left|left;through|right",,,,,,,,,,,,,,,,,
w737712899,"737712899",way,,,,primary,"5",30 mph,Northeast 145th Street,no,,A31,"King, WA",no,,,145th,State Route 523,,,,WA 523,NE,,,,,,Street,"2",,,,,,,,,"3",,,"left|left;through|right",,,,,,,,,,,,,,,,,
w737712901,"737712901",way,,,,primary,"5",30 mph,Northeast 145th Street,no,,A31,"King, WA",no,no,,145th,State Route 523,,,,WA 523,NE,,,,,,Street,"2",,,,,,,,,"3",,,"left|left;through|right",,,,,,,,,,,,,,,,,
w737712902,"737712902",way,,,,primary,"5",30 mph,Northeast 145th Street,no,,A31,"King, WA",no,,,145th,State Route 523,,,,WA 523,NE,,,,,,Street,"2",,,,,,,,,"3",,,"left|left;through|right",,,,,,,,,,,,,,,,,
w737915089,"737915089",way,,,,secondary,"6",35 mph,Southwest 43rd Street,,asphalt,A41,"King, WA",no,,South 180th Street,43rd,180th,,,,,SW,S,,,,,,"2",,,,,,,,,"4",,,left|||right,,,,,,,,,,,,,,,,,
w749549488,"749549488",way,,,,residential,,25 mph,South 164th Street,,,A41,"King, WA",,,,164th,,,,,,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w749549489,"749549489",way,,,,tertiary,,30 mph,42nd Avenue South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"King, WA",,,,
w755766885,"755766885",way,,,,secondary,"2",35 mph,130th Place Northeast,,,A41,"King, WA",,,,130th,,NE,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w759778379,"759778379",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w759778380,"759778380",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w763494519,"763494519",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w763494520,"763494520",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w796560980,"796560980",way,,,,tertiary,"2",,Northeast Points Drive,,asphalt,A41,"King, WA",no,,,Points,,NE,,,,NE,,,,,,,"1",,,,,,,,,"1",,,,,,,,no,permissive,,,,,,,,,,,
w814326069,"814326069",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w815616268,"815616268",way,"6",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w815616269,"815616269",way,"6",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w816631440,"816631440",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w823859909,"823859909",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w845535235,"845535235",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w889255166,"889255166",way,,,,primary,"4",35 mph,Northeast 145th Street,no,asphalt,A31,"King, WA",no,no,,145th,State Route 523,,,,WA 523,NE,,,,,,Street,,both,,State Route 523,,,,,,,,,,,,,,,,,,,,,,,,,yes,
w893173653,"893173653",way,,,,secondary,"2",,Des Moines Memorial Drive South,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w893173654,"893173654",way,,,,secondary,"2",,Des Moines Memorial Drive South,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w912599281,"912599281",way,,,,tertiary,"2",25 mph,Martin Luther King Junior Way East,,,,,no,,,,,,,,,,,,,Q8027,Empire Way South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w929813416,"929813416",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w971651569,"971651569",way,,,,secondary,"4",35 mph,North 145th Street,,asphalt,A31,"King, WA",,,,145th,,,,,,N,,,,,,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w976078321,"976078321",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w978750302,"978750302",way,,,,primary,"3",35 mph,148th Avenue Northeast,yes,asphalt,A41,"King, WA",no,,,148th,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,
w981547185,"981547185",way,,administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w981547187,"981547187",way,,,,secondary,"5",35 mph,South 180th Street,,paved,A41,"King, WA",no,,,180th,,,,,,S,,,,,,,,,,,yes,"1",,,,,,,left|through|through,,,,,,,,,,,,,,,,,
w989942234,"989942234",way,,,,primary,"5",30 mph,Northeast 145th Street,no,,A31,"King, WA",no,,,145th,State Route 523,,,,WA 523,NE,,,,,,Street,"2",,,,,,,,,"3",,,"left|left;through|right",,,,,,,,,,,,,,,,,
w993462934,"993462934",way,,,,tertiary,"2",25 mph,Martin Luther King Junior Way East,,,,,,,,,,,,,,,,,,Q8027,Empire Way South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w993488571,"993488571",way,,,,residential,"2",25 mph,East Denny Way,,,A41,"King, WA",no,,,Denny,,,,,,E,,,,,,Way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w993540917,"993540917",way,,,,secondary,"2",25 mph,Martin Luther King Junior Way,,,,,,,,,,,,,,,,designated,lane,Q8027,Empire Way South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w1013660704,"1013660704",way,,,,secondary,"4",35 mph,North 145th Street,,asphalt,A31,"King, WA",,,,145th,,,,,,N,,,,,,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w1013660705,"1013660705",way,,,,secondary,"4",35 mph,North 145th Street,,asphalt,A31,"King, WA",,,,145th,,,,,,N,,,,,,St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w1024684707,"1024684707",way,,,,residential,"1",20 mph,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roundabout,,,,,,
w1024684708,"1024684708",way,,,,tertiary,"1",25 mph,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,circular,,,,,,
w1026908148,"1026908148",way,"8",administrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w1050086841,"1050086841",way,,,,primary,"3",40 mph,148th Avenue Northeast,yes,,A41,"King, WA",no,,,148th,,NE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left||,,,
